id_dep,Libellé département,id_circo,Libellé circonscription législative,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 9,PARTI REVOLUTIONNAIRE COMMUNISTES
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 9,PARTI REVOLUTIONNAIRE COMMUNISTES
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 9,PARTI REVOLUTIONNAIRE COMMUNISTES
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 9,PARTI REVOLUTIONNAIRE COMMUNISTES
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 9,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 9,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 9,"0,00%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 9,"0,00%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 9,"0,00%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 9,"0,00%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 9,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 9,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 10,10
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 10,10
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 10,LDIV
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 10,LDIV
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 10,PARTI PIRATE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 10,PARTI PIRATE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 10,PARTI PIRATE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 10,PARTI PIRATE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 10,18
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 10,26
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 10,"0,02%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 10,"0,03%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 10,"0,03%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 10,"0,06%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 10,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 10,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 11,11
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 11,11
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 11,LENS
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 11,LENS
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 11,BESOIN D'EUROPE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 11,BESOIN D'EUROPE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 11,BESOIN D'EUROPE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 11,BESOIN D'EUROPE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 11,6251
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 11,5032
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 11,"6,08%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 11,"6,32%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 11,"11,04%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 11,"11,64%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 11,13
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 11,13
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 12,12
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 12,12
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 12,LDIV
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 12,LDIV
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 12,PACE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 12,PACE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 12,"PACE - PARTI DES CITOYENS EUROPÉENS, POUR L'ARMÉE EUROPÉENNE, POUR L'EUROPE SOCIALE , POUR LA PLANÈTE !"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 12,"PACE - PARTI DES CITOYENS EUROPÉENS, POUR L'ARMÉE EUROPÉENNE, POUR L'EUROPE SOCIALE , POUR LA PLANÈTE !"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 12,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 12,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 12,"0,00%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 12,"0,00%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 12,"0,00%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 12,"0,00%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 12,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 12,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 13,13
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 13,13
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 13,LECO
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 13,LECO
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 13,ÉQUINOXE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 13,ÉQUINOXE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 13,ÉQUINOXE : ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 13,ÉQUINOXE : ÉCOLOGIE PRATIQUE ET RENOUVEAU DÉMOCRATIQUE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 13,118
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 13,54
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 13,"0,11%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 13,"0,07%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 13,"0,21%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 13,"0,12%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 13,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 13,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 14,14
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 14,14
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 14,LECO
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 14,LECO
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 14,ECOLOGIE POSITIVE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 14,ECOLOGIE POSITIVE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 14,ECOLOGIE POSITIVE ET TERRITOIRES
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 14,ECOLOGIE POSITIVE ET TERRITOIRES
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 14,238
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 14,178
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 14,"0,23%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 14,"0,22%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 14,"0,42%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 14,"0,41%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 14,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 14,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 15,15
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 15,15
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 15,LDIV
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 15,LDIV
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 15,LISTE ASSELINEAU-FREXIT
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 15,LISTE ASSELINEAU-FREXIT
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 15,"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D'ACHAT ET POUR LA PAIX"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 15,"LISTE ASSELINEAU-FREXIT, POUR LE POUVOIR D'ACHAT ET POUR LA PAIX"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 15,559
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 15,457
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 15,"0,54%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 15,"0,57%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 15,"0,99%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 15,"1,06%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 15,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 15,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 16,16
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 16,16
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 16,LEXG
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 16,LEXG
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 16,PAIX ET DECROISSANCE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 16,PAIX ET DECROISSANCE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 16,PAIX ET DECROISSANCE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 16,PAIX ET DECROISSANCE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 16,67
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 16,6
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/inscrits 16,"0,07%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/inscrits 16,"0,01%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",% Voix/exprimés 16,"0,12%"
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",% Voix/exprimés 16,"0,01%"
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Sièges 16,0
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Sièges 16,0
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Numéro de panneau 17,17
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Numéro de panneau 17,17
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Nuance liste 17,LDIV
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Nuance liste 17,LDIV
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé abrégé de liste 17,POUR UNE AUTRE EUROPE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé abrégé de liste 17,POUR UNE AUTRE EUROPE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Libellé de liste 17,POUR UNE AUTRE EUROPE
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Libellé de liste 17,POUR UNE AUTRE EUROPE
43,Haute-Loire,43001,1ère circonscription,102858,58857,"57,22%",44001,"42,78%",56620,"55,05%","96,20%",1131,"1,10%","1,92%",1106,"1,08%","1,88%",Voix 17,1
43,Haute-Loire,43002,2ème circonscription,79649,45251,"56,81%",34398,"43,19%",43215,"54,26%","95,50%",925,"1,16%","2,04%",1111,"1,39%","2,46%",Voix 17,1
